94.5	123
93.75	122.6
93.145164	123.951614
90.789474	125.49123
89.104164	127.166664
87	128.5
85.42857	129.77142
84.5	131
83.77778	132.2963
83.5	132.21428
83	132.11539
83	130.5
83.5	128
84.28	125.12
84.434784	122.82609
83.6	123.04
82.36667	124.36667
81	125.5
79.5	126.5
78.75	127.75
77.72727	128.5
77	129.29167
75.82609	130
75.58064	129.54839
75.828575	129
76.5	127.29412
77.5	124.5
78.21875	121.125
78.57143	119.77143
78.11429	121.11429
77.69697	122.09091
77.65625	123
77	124.65625
75.69697	125.90909
74.57143	126.77143
74.22222	127.666664
73.71429	127.14286
73	126
72.67647	124.588234
72.75676	122.75676
72.57143	120.22857
74.29412	118.5
77	117
78.63158	116.92105
78.75676	117.75676
78.83784	118.5946
78.82051	118.589745
78	118.243904
77.87805	118.46342
76.925	118.2
76	117.666664
76	116.756096
75.74359	115.4359
75.8	114.075
74.975	112.325
75.1579	110.789474
76.5	110.2
76.871796	110.871796
77.95238	111.5
80.333336	112
82.756096	112
83.809525	112.40476
83	112.756096
81.976746	112.4186
80.86667	111.28889
79.181816	110.65909
76.756096	109
75.871796	107.128204
76.975	106.675
80	106.5
82.947365	106.92105
85	107.243904
87.28205	107.30769
88.871796	107.871796
90.128204	107.871796
91.09524	107.38095
91.68421	106.81579
91.4186	105.976746
90.81579	105.68421
89.2	104.925
87.5	103.70588
86	101.756096
86.28205	101.10256
88	101
91.1579	101.210526
93.5	101.5
95.242424	102
96.5	102.5
98.166664	102.5
99.5946	101.83784
99.81579	100.68421
98.947365	98.92105
97.138885	96.388885
93.86487	94.702705
91	94.828575
89.354836	96.258064
89.5	98.78571
90.04	100.6
91.63333	101.63333
93.36667	102.36667
93.5	103.29412
93.5	104
93.5	104.29412
93.5	104.5
93.25926	103.59259
93.36842	102.210526
93.190475	100.14286
93.72414	98.586205
94.625	96.84375
95.63333	95.36667
95.8	94.666664
95.96	95.4
95	97.5
92.69697	100.09091
91.075	101.8
91.31111	102.977776
92.225	102.175
92.34286	101.057144
91.85294	99.617645
92.40741	97.74074
92	95.5
89.75862	95.24138
86.52941	97.14706
84	99.756096
82	102
79.51923	104.59615
78.6	105.6
77.42553	106.82979
76.57143	107.46939
77.32653	107.12245
78.27778	105.42593
80.451614	102.6129
83.1875	99.859375
82.31148	97.63934
80.62295	96.18033
78.10145	97.028984
75.52542	99.067795
73.208336	101.5
71.5814	103.023254
71	104.756096
70	106
69.5	106.70588
68.5	107.5
68	108.5
67.72414	108.413795
67	107.5
67.291664	106
68	103
69.1579	100.1579
69.08696	99.21739
67.82143	99.60714
65.63333	100.63333
64.69697	101.90909
64.36667	102.63333
63.34375	104
62.088234	105.20588
60.909092	105.69697
59.794117	105.911766
58.57143	105.77143
57.5	105.5
57.5	103.5
58.575756	101.42424
60.5	99.5
61.5	98.5
63	98.171425
64.24324	98.75676
65.42857	98.77143
65.833336	99.5
66.585365	99.97561
66.075	99.8
64.5	100
61.94737	100.07895
59.71795	99.89744
57.411766	99.32353
56.28205	97.10256
56.57143	94.22857
58.771427	92.42857
63.085712	91.685715
69.117645	90.76471
73.5	90.5
75.675	90.975
76.17949	91.589745
77.128204	91.871796
78.5814	91.023254
78.756096	91
77.95238	90.833336
77.023254	90.5814
74.756096	90
71	89.589745
68.5	88
67.244446	86.244446
68.243904	85
71.567566	84.432434
75.5	84.5
79.128204	84.871796
81.8421	85.210526
83.871796	85.871796
85	86
86	86.5
86.92105	86.552635
87.871796	85.128204
87.125	83.225
84.567566	81.567566
80.85366	80.14634
79	78.666664
78.756096	78
80.84615	78
83	78.73529
85	80
85.828575	81
87.5	81.5
89.413795	81.72414
91.14706	81.382355
91.57143	80.77143
91.5	79.5
91	78
89.5	75.5
86.82353	73.64706
83	73.73529
80.4	76.04
77.91304	79.21739
77.2	81.666664
76.39474	82.8421
74.679245	83.35849
74.39655	83.39655
76.39655	82.39655
80.09615	79.84615
85.030304	76.72727
86.5	73.875
84.8	72.925
81.64815	72.55556
78.85965	72.7193
76.01613	73.354836
71.655174	75.465515
67.34694	78.34694
63.418606	80.976746
60.243244	83.75676
58.8125	85.28125
56.875	85.5
54.705883	85.5
52.8125	84.71875
51	83.757576
50.5	82.78571
51	82
51	79.89474
50.913044	78.21739
51.885715	75.88571
